2019/1/20 星期日 12:34:07	正在初始化...已完成

2019/1/20 星期日 18:02:53	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:02:54	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:02:56	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:02:58	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:03:00	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:03:01	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:03:03	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:03:05	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:03:07	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:03:08	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:03:10	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:03:11	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:03:13	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:03:15	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:03:16	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:03:18	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:03:20	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:03:22	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:03:23	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:03:25	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:03:27	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:03:28	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:03:30	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:03:32	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:03:33	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:03:35	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:03:37	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:03:38	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:03:40	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:03:42	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:03:43	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:03:45	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:03:47	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:03:49	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:03:50	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:03:52	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:03:53	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:03:55	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:03:57	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:03:58	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:04:00	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:04:02	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:04:04	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:04:05	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:04:07	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:04:09	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:04:12	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:04:13	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:04:15	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:04:17	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:04:19	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:04:20	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:04:22	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:04:24	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:04:25	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:04:27	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:04:29	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:04:31	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:04:32	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:04:34	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:04:36	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:04:38	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:04:39	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:04:41	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:04:43	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:04:44	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:04:46	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:04:48	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:04:49	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:04:51	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:04:53	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:04:55	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:04:56	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:04:58	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:05:00	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:05:01	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:05:03	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:05:05	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:05:06	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:05:08	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:05:10	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:05:11	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:05:13	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:05:15	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:05:17	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:05:19	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:05:20	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:05:22	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:05:24	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:05:25	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:05:27	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:05:29	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:05:31	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:05:33	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:05:34	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:05:36	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:05:38	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:05:40	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:05:41	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:05:43	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:05:45	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:05:46	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:05:48	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:05:50	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:05:52	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:05:53	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:05:55	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:05:57	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:05:58	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:06:00	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:06:02	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:06:04	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:06:06	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:06:08	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:06:10	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:06:11	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:06:13	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:06:15	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:06:17	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:06:18	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:06:20	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:06:22	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:06:23	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:06:25	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:06:27	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:06:29	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:06:31	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:06:32	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:06:34	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:06:36	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:06:37	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:06:39	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:06:41	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:06:43	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:06:45	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:06:46	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:06:48	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:06:50	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:06:51	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:06:53	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:06:55	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:06:56	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:06:58	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:07:00	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:07:02	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:07:04	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:07:05	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:07:07	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:07:09	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:07:11	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:07:13	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:07:14	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:07:16	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:07:18	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:07:20	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:07:21	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:07:23	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:07:25	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:07:26	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:07:28	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:07:30	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:07:31	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:07:33	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:07:45	[获取结果]12306无响应,自动重试

2019/1/20 星期日 18:07:47	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:07:48	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:07:50	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:07:52	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:07:54	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:07:55	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:07:57	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:07:59	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:08:00	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:08:02	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:08:04	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:08:05	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:08:07	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:08:09	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:08:11	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:08:12	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:08:14	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:08:16	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:08:17	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:08:19	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:08:21	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:08:23	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:08:24	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:08:26	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:08:28	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:08:29	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:08:31	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:08:33	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:08:35	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:08:37	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:08:38	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:08:40	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:08:42	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:08:43	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:08:45	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:08:47	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:08:49	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:08:50	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:08:52	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:08:54	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:08:56	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:08:58	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:09:00	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:09:01	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:09:03	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:09:05	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:09:06	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:09:08	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:09:10	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:09:11	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:09:13	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:09:15	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:09:17	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:09:19	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:09:21	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:09:22	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:09:24	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:09:25	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:09:27	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:09:29	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:09:31	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:09:32	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:09:34	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:09:36	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:09:37	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:09:39	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:09:41	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:09:43	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:09:45	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:09:47	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:09:48	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:09:50	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:09:52	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:09:54	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:09:55	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:09:57	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:09:59	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:10:01	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:10:02	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:10:04	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:10:06	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:10:08	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:10:10	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:10:11	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:10:13	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:10:15	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:10:17	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:10:18	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:10:20	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:10:22	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:10:24	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:10:26	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:10:27	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:10:29	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:10:31	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:10:33	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:10:35	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:10:36	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:10:38	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:10:40	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:10:41	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:10:43	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:10:45	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:10:46	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:10:48	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:10:50	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:10:52	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:10:53	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:10:55	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:10:57	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:10:58	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:11:00	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:11:02	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:11:04	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:11:06	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:11:08	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:11:10	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:11:12	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:11:14	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:11:16	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:11:17	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:11:19	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:11:21	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:11:23	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:11:24	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:11:26	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:11:28	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:11:30	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:11:31	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:11:33	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:11:35	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:11:37	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:11:38	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:11:40	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:11:42	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:11:43	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:11:45	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:11:47	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:11:49	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:11:50	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:11:52	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:11:54	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:11:55	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:11:57	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:11:59	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:12:01	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:12:03	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:12:04	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:12:07	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:12:08	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:12:10	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:12:12	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:12:13	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:12:15	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:12:17	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:12:19	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:12:20	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:12:22	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:12:24	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:12:25	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:12:27	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:12:29	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:12:30	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:12:33	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:12:34	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:12:36	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:12:38	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:12:40	[12306]服务器处理中，正在排队，请耐心等待...

